Project_ID,Project_Name,Scale,Purpose,Location,Country,Continent,Latitude,Longitude,Injection,InjectionSize_Mt,Total_Injection_Mt,Storage_Distance,Estimated_Cost,Production_Capacity,Plant Capacity Comment,Power Plant Size,Capacity,Regulation Status,Primary Company / Alliance,Project Description,Project_Website,Status,Status Comment,Intended_Operational_Year,Operation_Year,End_Operation_Year,Date Comment,Public Funding,Public Funding Comment,Public Engagement,Non_Commercial_Org,CCS Group,Company Comment,Fate,On_Offshore,Storage_Company,Storage_Country,Storage Latitude,Storage Longitude,Storage_Comment,Storage_Monitoring,Product,Source_Company,Construction,Permit,Permit Date,Feedstock,Feedstock Detail,Feedstock Additional,Fuel_Capacity,Separation_Type,Separation_Technology,Separation Comment,Capture_Company,Transpor_Method,Transport_Company,Cluster,Cluster Comment,Trans-boundary,Transport Comment,Date Entered,Entered by,Date Modified,Modified by,Links
40,Collie South West CO2 Geosequestration Hub,Commercial,Industry,"Collie, Western Australia",Australia,Australia,-33.377702,116.24332,2,3,,95,,,,,,,Western Australia State,"Transport and storage network for CO2 power and industrial sources in Collie and Kwinana region. December 2009, project shortlisted for federal CCS flagship programme. May 2011, project awarded up to AUD 52 million. Mid 2013, federal budget cut for flagship projects, SW Hub considered to be most advanced of four feasibility projects. Capture project most likely to progress first is Perdaman Collie Urea project. May 2014, abolition of carbon tax and cuts to flagship programme funding mean projects unlikely to progress beyond research phase. June 2016, Research on the potential storage site continued through 2015, with three wells drilled, testing and analysis work is expected to be completed in mid-2016. Aug 2016, GCCSI report funding granted to CSIRO to establish field testing site using existing wells. No word on progress of captue projects. (Updated 11/12/17)",http://www.dmp.wa.gov.au/South-West-Hub-CCS-1489.aspx,In Planning,,2015,,,"Now 2025 at best, if at all",Yes,"Project supported by State government and Federal pre-feasibility CCS flagship prgramme funding. June 2011, awarded up to AUD 52 million for detailed storage viability study by federal government.",,,,"Commercial partners: Griffin Energy, BHP Billiton-Worsley Alumina, Verve Energy, Wesfarmers Coal, Perdaman Chemicals and Fertilisers, Alcoa Australia.",Saline Formation,Onshore,,Australia,,,Lesueur Sandstone Formation in Southern Perth Basin studied as storage location. Recent press suggests some doubt over caprock integrity.,,Electricty and industrial products.,Multiple sources in Collie industrial region.,Retrofit,,,Coal,CO2 from coal power and industrial plant.,,,Other,,Different capture methods envisaged at different sources.,,Pipe,,Yes,CO2 transport network collecting CO2 from multiple sources to shared storage facilities.,No,,1/1/2010,CCSDBA,1/23/2021,CCSDBA,"http://www.globalccsinstitute.com/publications/south-west-co2-geosequestration-hub-%E2%80%93-project-overview-report
GCCSI Report (Nov 2011): Project overview report.
http://www.colliemail.com.au/story/1568694/carbon-capture-budget-cut/
Press (Jun 2013): Federal budget cut but SW Hub project most advanced of feasibility projects.
http://www.colliemail.com.au/story/2315885/south-west-carbon-capture-project-doomed/
Press (May 2014): Withdrawal of Government funding means project unlikely to progress
The University of Edinburgh
Website Accessibility
Privacy Notice
The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336, VAT Registration Number GB 592 9507 00, and is acknowledged by the UK authorities as a “Recognised body” which has been granted degree awarding powers.
Unless explicitly stated otherwise, all material is copyright © SCCS ."
39,CarbonNet,Commercial,Power,"Latrobe Valley, Gippsland, Victoria",Australia,Australia,-38.175934,146.41411,3,4,,,,,,,,,"State of Victoria, Australian Government","CarbonNet is investigating the potential for a commercial scale CCS network in Victoria's Gippsland region, capturing CO2 from multiple sources including power stations and other industrial facilities, and storing it offshore in the Gippsland Basin. Significant progress made through feasibility studies including: extensive and independently certified (DNV) storage site selection process, deployment of the Global CCS Institute regulatory toolkit, development of whole of project basis of design, pipeline network feasibility designs, and a commercial model framework for a hub-based network. Now preparing business case and progressing storage site appraisal with programme including surveys, an appraisal well, baseline studies and MMV technology validation. Nov '16, proposal raised to gasify Latrobe Valley lignite to supply Japanese hydrogen transport initiative, using shipping for export and with separated CO2 stored through CarbonNet development. Dec '17, some local public opposition to plans for seismic surveys and an appraisal well. Mar '18, contract for drilling apprisal well in 2019 awarded to AGR. Apr '18, CarbonNet linked indirectly to the newly-announced Hydrogen Energy Supply Chain Project, see seperate entry. Nov'19, rig arrives to drill test well at ""Pelican"" site in Bass Strait. (Updated 18/12/19)",https://earthresources.vic.gov.au/projects/carbonnet-project,In Design,,2020,,,During 2020's,Yes,"Initial Victoria State funding in 2008, received AUD 2.5 million from GCCSI Oct 2010. Awarded AUD 100 million (70 m federal, 30 m Victoria State) in Feb 2012 and named as an Australian Government CCS Flagship Project.","CarbonNet has an in-house communication and stakeholder engagement team and engages broadly with a range of government, industry and community stakeholders.",,,,Saline Formation,Offshore,,Australia,,,Proposal to use Gippsland Basin for storage.,,"Electricity, industrial products, hydrogen",Multiple power/industrial plant in Latrobe Valley.,Retrofit,,,Coal,Brown coal (Lignite),Potentially gas,,Unknown,Depends on source industry selection.,Post- and pre-combustion capture under consideration at potential source power plants.,,Pipe,,Yes,Transport network taking CO2 from power plant and industries in Latrobe Valley area to shared storage facilities offshore in Gippsland Basin.,No,,1/1/2010,CCSDBA,1/23/2021,CCSDBA,"https://www.offshore-technology.com/news/agr-secures-co2-storage-appraisal-well-contract-australia/
Press (Mar 2018): Appraisal well contract awarded.
http://www.latrobevalleyexpress.com.au/story/5344913/kick-start-for-the-valley/
Press (Apr 2018): New hydrogen project linked to CarbonNet
http://www.gippslandtimes.com.au/story/5562476/carbonnet-looks-to-next-phases-of-project-off-golden-beach/
Press (Aug 2018): Plans for appraisal surveys announced with public consultation, still opposition from local community.
http://www.xinhuanet.com/english/2019-11/28/c_138589187.htm
Press (Nov 19): Rig arrives on site to drill test well.
The University of Edinburgh
Website Accessibility
Privacy Notice
The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336, VAT Registration Number GB 592 9507 00, and is acknowledged by the UK authorities as a “Recognised body” which has been granted degree awarding powers.
Unless explicitly stated otherwise, all material is copyright © SCCS ."
38,ZeroGen,Demonstration,Power,"Rockhampton, Queensland",Australia,Australia,-23.57068,148.90114,0,1,,,,,,400,,,ZeroGen,"New build IGCC project shortlisted for AUD 2 billion CCS flagship programme. Funding withdrawn by Queensland government December 2010 citing problems with site constraints and rising costs. Oct 2011, project has been put into liquidation.",http://www.zerogen.com.au/,Cancelled/Dormant,,2015,,,,Yes,AUD 150 million investment by Queensland gov.,,,,ZeroGen owned by Queensland State gov. Mitsubishi project partner,Saline Formation,Onshore,,Australia,,,Twelve wells drilled in Northern Denison Trough and 400 tonnes of CO2 iinjected as part of the storage exploration program.,,Electricity,Stanwell,New,,,Coal,,,,Pre-combustion,IGCC,,Mitsubishi Heavy Industries,Pipe,,No,,No,,1/1/2010,CCSDBA,1/23/2021,CCSDBA,"http://www.theaustralian.com.au/national-affairs/zerogen-decision-on-the-money/story-fn59niix-1225973587638
Press (Dec 2010) - ZeroGen funding cancelled
http://www.abc.net.au/news/2011-10-28/clean-coal-demise-a-failure-of-management/3605304
Press (Oct 2011) - ZeroGen put into liquidation
The University of Edinburgh
Website Accessibility
Privacy Notice
The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336, VAT Registration Number GB 592 9507 00, and is acknowledged by the UK authorities as a “Recognised body” which has been granted degree awarding powers.
Unless explicitly stated otherwise, all material is copyright © SCCS ."
37,Surat Basin CCS Project (original IGCC project ),Demonstration,Power,"Wandoan, Queensland",Australia,Australia,-26.12717,149.95789,,1,,,,,,400,,,GE Energy and Stanwell,"Project proposes new GE Energy IGCC to be operated by Stanwell located near proposed Wandoan coal mine. Transport and storage in Surat Basin provided by Xstrata coal subsidury CTSCo. Project shortlisted for funding from AUD 2 billion CCS flagship programme. Pre-feasibility study completed and also Independent Project Review (by consultants CCSTLM), outcomes not clear. Sept 2013 - Xstrata put source coalmine project on hold. IGCC project effectively cancelled, but lower level activity on storage appraisal continued as Integrated Surat Basin CCS Project, see separate entry. (Updated 19/02/20)",,Cancelled/Dormant,,2018,,,,Yes,Support received from Aus Gov (Clean Energy Initiative). Project shortlisted for funding from AUD 2 billion CCS flagship programme.,,,,Previously known as Wandoan Power Consortium but no recent profile as such.,Saline Formation,Onshore,CTSCo (Xstrata Coal),Australia,,,Storage proposed within the Surat Basin within 200km of plant location.,,Electricity,Stanwell,New,,,Coal,,,,Pre-combustion,IGCC,,GE Energy,Pipe,CTSCo (Xstrata Coal),No,,No,,1/1/2010,CCSDBA,1/23/2021,CCSDBA,"http://www.platts.com/latest-news/coal/perth/glencorexstrata-freezes-development-of-wandoan-27396591
Press (sept 2013): Wandoan coalmine project put on hold.
The University of Edinburgh
Website Accessibility
Privacy Notice
The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336, VAT Registration Number GB 592 9507 00, and is acknowledged by the UK authorities as a “Recognised body” which has been granted degree awarding powers.
Unless explicitly stated otherwise, all material is copyright © SCCS ."
36,Munmorah,Pilot,Power,"near Tuggerah Lakes, New South Wales",Australia,Australia,-33.21202,151.54213,,1,,,,,,600,,,Delta Electricity,"Munmorah hosted a capture and release research scale post combustion pilot between Feb 2009 and July 2012, when the power station closed, scuppering plans to extend to a full chain pilot capturing and storing 100,000 tonnes CO2 per year. (Updated 20/05/2014)",http://www.newgencoal.com.au/active-projects_flagship-projects.aspx?view=16,Finished,Pilot plant operated 2009-2011,,2009,2011,,Yes,AUD 28.3 million NSW government funding awarded April 2010 to support planning of full chain CCS.,,CSIRO,,Australian Coal Association (ACA) supported.,Unknown,Onshore,,Australia,,,2010 - NSW Dept of Industry and Investment commenced drilling program to test possible storage sites in NSW.,,Electricity,Delta,Retrofit,,,Coal,,,,Post-combustion,Ammonia,,,Unknown,,No,,No,,1/1/2010,CCSDBA,1/23/2021,CCSDBA,"http://www.dpi.nsw.gov.au/__data/assets/pdf_file/0011/326936/Funding-boost-for-major-NSW-carbon-capture-and-storage-project.pdf
Gov press release (Mar 2010) - $28.3 million funding for Munmorah project 2nd phase planning.
http://www.dpi.nsw.gov.au/__data/assets/pdf_file/0005/343454/Coombes_NSW-CCS-Demonstration-Project.pdf
Presentation (Jul 2010) - Munmorah CCS project
http://www.de.com.au/About-Us/Generation/Munmorah/Munmorah/default.aspx
Delta Energy webpage with links, July'12: Munmorah Power Station Closure
The University of Edinburgh
Website Accessibility
Privacy Notice
The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336, VAT Registration Number GB 592 9507 00, and is acknowledged by the UK authorities as a “Recognised body” which has been granted degree awarding powers.
Unless explicitly stated otherwise, all material is copyright © SCCS ."
35,Mississippi Clean Energy Project,Commercial,Industry,"Moss Point (uncertain), Mississippi",United States of America,North America,30.41525,-88.494101,4,5,,,USD 2 billion,123 million cubic feet SNG per day,,,,,Leucadia Energy,"New petcoke gasification facility. Originally planned to prodice synthetic natural gas, now envisaged as producing methanol and/or gasoline; captured CO2 would be sold for EOR. Recent report suggest project future uncertain. Lease on potential site not renewed (Jul 2013), alternative sites being evaluated. No further news found, website down. (Updated 27/11/14)",,Speculative,Downrated to Speculative,2019,,,,Yes,"USD 840,000 by USDoE from American Recovery and Reinvestment Act, Oct 2009.",,,,"Mississippi Clean Energy LLC (formerly Mississippi Gasification) owned by Leucadia Energy. Partners: Johnston Development Company, E3 Gasification",EOR,Onshore,Denbury,United States of America,,,,,Methanol and/or gasoline,Mississippi Clean Energy,New,"Nov 2009: notification of intent to cary out environmental impact assessment, not proceeded to draft EIS.",,Oil,Petcoke,,,Other,"Rectisol, solvent-based physical absorption",,,Pipe,Denbury,Yes,EOR network,No,,5/23/2011,CCSDBA,1/23/2021,CCSDBA,http://www.courierpress.com/news/2013/jul/12/leucadia-drops-plan-for-mississippi-plant/
34,Nuon Magnum,Commercial,Power,"Eemshaven, Groningen",Netherlands,Europe,53.451516,6.850305,3,4,,,EUR 1.5 billion,,,1200,,,"Nuon, Vattenfall","Magnum was a new build power plant planning a large scale application of the CCS gasification technology developed at the Buggenum Pilot Plant. However, in April 2011 Vattenfall committed to limiting emmissions from the plant to the level of a modern gas plant, and delayed the operation of the coal plant until 2020 in a binding agreement with environmental organisations. Hence, the initial project comprised three CCGT units built from 2011 and opened in 2013; a decision on the second phase to introduce coal/biomass gasification was to come later but is now unlikely. United States of Americage of the CCGT units has been low due to high gas prices and lower efficiency in this plant than alternative stations. Jul'17, no further news on gasification proposals, however, new project announced between Statoil, Gasunie and Vattenfall to evaluate conversion of one unit of plant to run on hydrogen. Conversion of natural gas to hydrogen most likely by SMR at Eemshaven with shipping of liquefied CO2 to Norway for storage. Jan'18 Mitsubishi/Hitachi Power Systems join project to adapt turbine(s) for hydrogen. Jul'18, Jacobs awarded contract for feasibility study by (now) Equinor. Study will cover design of a full-scale value chain including hydrogen production, CO2 capture and export and conversion of one turbine unit to hydrogen combustion. Up to 3 Mtpa CO2 capture expected. (Updated 10/01/19)",https://powerplants.vattenfall.com/en/magnum,In Planning,"CCGT units operational, H2 production plus CCS in planning",2024,,,CCGT Units operational from June 2013,No,,,,"Also Gasunie, Equinor, Mitsubishi",Vattenfall aquired Magnum project through merger with Nuon in 2009,Saline Formation,Offshore,Equinor,,,,"Storage location undecided, most likely Norway",,Electricity,Nuon/Vattenfall,New,Permits for Nuon IGCC plant construction obtained,,Gas,,"Gas initially, new project considering hydrogen",,Pre-combustion,SMR,,,Pipe and Ship,,No,,No,"Most likely initial transport by ship to Norway, with onward pipeline to storage",11/1/2010,CCSDBA,1/23/2021,CCSDBA,https://www.statoil.com/en/news/evaluating-conversion-natural-gas-hydrogen.html
33,Alcan Lynemouth,Demonstration,Power,"Lynemouth, Northumberland",United Kingdom,Europe,55.20464,-1.52109,2,3,,,,,420MW to increase to 650MW,420,,,Rio Tinto Alcan,"Plant provided electricty to the Rio Tinto Alcan Lynemouth aluminium smelter. Plan was for upgrade of one of the three generators from 140MW to around 375MW and installation of pre-combustion gasification and CO2 capture. CO2 to be stored offshore with possible EOR application. May 2011, project plans were cancelled amid uncertainty over the future of the smelter, which subsequently closed in March 2012. Sold to RWE in 2013 then acquired by EPH (Energetický a průmyslový holding), a Czech-based utility company, in 2016 who converted it to 100% biomass combustion.",,Cancelled/Dormant,,2015,,,,Yes,"August 2010, project awarded GBP 430,000 from Tees Valley Industrial Programme funding. Feb 2011 applied to EU NER300 but not submitted by UK government to EIB in May 2011.",,,,,Unknown,Offshore,,UK,,,Up to 2.5 million tonnes CO2 per year for offshore storage in saline formation or EOR use.,,Electricty for use in Aluminium smelter,Rio Tinto Alcan,Extension,,,Coal,,Biomass,,Pre-combustion,,,,Pipe,,No,,No,,11/1/2010,CCSDBA,10/27/2021,rsteven2,http://www.nebusiness.co.uk/business-news/latest-business-news/2011/05/19/north-east-wind-turbines-scheme-in-running-for-euro-funding-51140-28720702/
32,Peterhead,Demonstration,Power,"Peterhead, Scotland",United Kingdom,Europe,57.478,-1.78833,1,2,,100,,,,2177,385 MW,"Offshore EIA submitted Jan'15, onshore EIA April'15. Planning permission granted or onshore aspects June 2015.",Shell with Scottish and Southern Energy (SSE),"Shell and SSE are developing a CCS demonstration project at Peterhead gas power plant, retrofitting post-combustion capture to one of three 385 MW turbines at the existing facility. CO2 will be transported by offshore pipeline (mostly existing) for storage in Shell's Goldeneye depleted gasfield. In 2012 the storage project was granted the first UK licence for permanent sub-sea geologic storage of CO2. In March 2013 the project was selected as one of two preferred bidders for FEED study funding under the UK Government's Commercialisation Programme. The FEED study contract was signed 24/02/2014, FID expected late 2015. FEED study contracts awarded to Technip for onshore aspects, Wood Group Kenny for pipeline and sub-sea, Mott Macdonald for project management, Shell handling study for platform. June'15 - UK Gov starts publishing Knowledge sharing reports; planning permission granted for onshore aspects. Nov 2015, HM Treasuary withdraws capital funding from Commercialisation Competition putting any further progress of project in serious doubt, Shell state project will not now proceed beyond FEED study committments. (Updated 11/01/16) (Note: A previous BP-led project involving the use of captured CO2 from Peterhead for EOR in the Miller field was abandoned by BP in 2007 after the delay of a Government subsidy award.)",http://www.shell.co.uk/about-us/latest-news-and-features/2015-news-and-features/peterhead-ccs-project-announcement.html,Cancelled/Dormant,"Shell state project will not now proceed, Nov 2015.",2019,,,,Yes,"March 2013, selected as preferred bidder for FEED study funding from UK CCS commercialisation programme. Feb 2014, FEED contract signed. Nov 2015, Government withdraws capital funding under Commercialisation Competition.","Public consultation events in January and summer 2014, third phase completed Feb 2015.",,,,Depleted Oil and Gas,Offshore,Shell,UK,,,Storage proposed in Goldeneye gas field,,Electricty,Scottish and Southern Energy,Retrofit,,,Gas,,,,Post-combustion,Cansolv amine-solvent process,,Shell,Pipe,Shell,No,,No,New offshore pipeline to join existing pipeline off St Fergus.,11/1/2010,CCSDBA,1/23/2021,CCSDBA,http://www.shell.co.uk/media/2014-media-releases/shell-signs-agreement-energy-project-at-peterhead.html
31,Boundary Dam,Demonstration,Power,"Estevan, Saskatchewan",Canada,North America,49.096207,-103.033997,1,2,,55,"CAD 1.35 billion, cost of carbon capture element CAD 800 million",,,730,110 MWe,,Saskpower,"Retrofit of CCS to rebuilt Unit 3 at Boundary Dam power station, captured CO2 sold to Cenovus for use in EOR. FEED study by Fluor in 2009. Shell subsidiary Cansolv Technologies and partner SNC Lavalin contracted for capture system. April'11 Project approved by Gov. of Saskatchewan, construction started. Aquistore Project completed by Petroleum Technology Research Centre (PTRC) in Sept'13 and assets transferred to SaskPower; Aquistore will store excess CO2 not required for EOR, up to 1Mtpa. Full operation delayed from April to September 2014 due to problems with the refit of the power unit. Capture started 14/09/14 during commissioning, first export of CO2 to pipeline 01/10/14, official 'Grand Opening' on 2nd October 2014. Initial performance data released in Feb'15 shows plant operating above expectations. Aquistore started large-scale injection of CO2 from Boundary Dam April 2015, planning up to 1000 t/day for six months. Over 2015 in total only ~0.42 Mt captured, supply to Cenovus fell short of contract and a penalty paid by SaskPower, contract renegotiated. Total of 1 Mt captured by August 2016, with 0.8 Mt in year to end October 2016. 2.5 Mt total captured by end 2018. 3 Mt by Nov'19. Sept'17, plant restarts after three-month outage including installing new coolers on main compressor. July'18, decision made not to retroft CCS on Units 4&5 of plant, but to retire these in 2021,2024 respectively. (Updated 19/02/20",http://www.saskpowerccs.com/,Operational,"Capture underway from 14/09/14, official opening 02/10/14",2015,2014,,,Yes,Canadian Government funding up to CAD 240 million,,,,,EOR with MVR,Onshore,EOR with Cenovus Energy,Canada,,,"Storage also with PTRC Aquistore Project, now owned by SaskPower. Storage designed to cope with intermittent injection as offtake for EOR varies.","Extensive monitoring, both within injection well and monitoring well.",Electricity,Saskpower,Retrofit,,,Coal,,,,Post-combustion,Amine,,SNC Lavalin-Cansolv,Pipe,,No,,No,,1/1/2010,CCSDBA,1/23/2021,CCSDBA,"http://www.estevanmercury.ca/news/business-energy/bd3-carbon-capture-up-and-running-after-three-months-down-1.22737268	
Press (Sept 2017): Plant restarts after major outage.	
https://www.saskpower.com/about-us/media-information/news-releases/2030-emission-reduction-goal-progressing	
Press release (Jul 2018): Units 4,5, to be retired.	
https://www.estevanmercury.ca/news/business-energy/saskpower-releases-year-end-figures-for-ccs-facility-at-boundary-dam-1.23603101	
Press (Jan 2019): Year end figures for cumulative capture total 2.5 Mt.	
https://finance.yahoo.com/news/world-first-ccs-reaches-3mt-140000405.html	
Press (Nov 2019): 3 Mt total captured.	"
30,Porto Tolle,Demonstration,Power,"Porto Tolle, Veneto",Italy,Europe,44.957829,12.488683,1,2,,100,CCS project cost estimated variously at EUR 800 million to 2.5 billion,,,2000,,,Enel,"Enel planned to convert Porto Tolle power station from using heavy oil to coal with three new 660MW coal fired units, one of which was to be fitted with post combustion CO2 capture. Transport of CO2 planned by new pipeline to a deep saline formation under the Northern Adriatic sea. Succession of permitting issues - permits issued, revoked, being re-negotiated but with no clear outcome. Project was one of six identified European demonstration projects, but received no funds from the NER300 mechanism. At 11/08/2013 the European Commission terminated the project at the request of Enel; a study covering the whole of the project was delivered to the European CCS Demonstration Network. (Update 09/12/13)",http://zeportotolle.com/,Cancelled/Dormant,August 2013 - project cancelled by European Commission at the request of Enel.,2015,,,"Delayed, now cancelled.",Yes,December 2009 received EUR 100 million from the European Energy Progarmme for Recovery Plan (EEPR). May 2011 submitted to EU NER300 - no funding received.,,,,,Saline Formation,Offshore,,Italy,,,Preliminary charaterisation of storage sites has taken place.,,Electricity,Enel,Rebuild,May 2011 - permit cancelled by Italian State Council,,Coal,,Biomass,,Post-combustion,Amine,"October 2010, Aker Clean Carbon have been awarded FEED study contract.",Aker Clean Carbon,Pipe,,No,,No,,11/1/2010,CCSDBA,6/30/2023,rsteven2,http://www.reuters.com/article/2011/05/17/us-enel-portotolle-idUSTRE74G69H20110517
29,Scottish Carbon Capture & Storage,Pilot,Research,"Edinburgh, Scotland",United Kingdom,Europe,55.948664,-3.18384,0,1,,,,,,,,,Scottish Carbon Capture & Storage,"Scottish Carbon Capture & Storage (SCCS) is a research partnership of British Geological Survey, Heriot-Watt University, University of Aberdeen, the University of Edinburgh, the University of Glasgow and the University of Strathclyde. Its researchers are engaged in high-level CCS research as well as joint projects with industry to support the development and commercialisation of CCS as a climate mitigation technology. Address: ECCI (Edinburgh Climate Change Institute), High School Yards, Infirmary Street, Edinburgh, EH1 1LZ.",http://www.sccs.org.uk/,Pilot,,,2005,,,Yes,"Previously received funding from Scottish Funding Council, Scottish Government and Scottish Enterprise",,"Partnership of British Geological Survey, Heriot-Watt University, University of Aberdeen, the University of Edinburgh, the University of Glasgow and the University of Strathclyde",,,No storage,Unknown,,,,,,,Research,,New,,,Other,,,,Unknown,,,,Unknown,,No,,No,,7/1/2011,CCSDBA,11/4/2021,rsteven2,https://sccs.org.uk/news-events/recent-news/601-anniversary-series-it-was-a-pleasure-to-bring-people-and-expertise-together-in-sccs
28,Kingsnorth,Demonstration,Power,Kent,United Kingdom,Europe,51.41944,0.60056,2,3,,,,,,1600,,,E.ON,"Kingsnorth was one of two coal plant CCS projects remaining in the first UK CCS competition. A new coal plant was planned to replace the existing coal plant, with captured CO2 transported by pipe to offshore storage in a depleted hydrocarbon reservoir in the Southern North Sea. October 2010, E.ON announced withdrawl of Kingsnorth from the UK CCS competition citing economic reasons and competition timescale. March 2012, E.ON announced the existing power plant at the site would be closed in March 2013 and also formally withdrew their application for development consent for the new CCS units. (Updated 10/01/14)",,Cancelled/Dormant,Project cancelled October 2010.,2014,,,,Yes,March 2010 recieved part of GBP 90 million from UK Gov to support FEED. UK CCS competition entrant.,,,,,Depleted Oil and Gas,Offshore,,UK,,,,,Electricity,,Rebuild,,,Coal,,,,Post-combustion,,,,Pipe,,No,,No,,11/1/2010,CCSDBA,1/23/2021,CCSDBA,http://www.bloomberg.com/news/2010-10-20/e-on-u-k-abandons-plan-to-compete-with-kingsnorth-carbon-capture-project.html
27,Gorgon,Commercial,Upstream,"Barrow Island, Western Australia",Australia,Australia,-20.791424,115.451145,4,5,,7,"Project total cost now AUD 54 billion (Dec 2013, up from original 37bn) , injection cost AUD 2bn",10 million tonnes LNG per annum,,,,Barrow Island Act 2003 and Gorgon Gas Processing and Infrastructure Project Agreement regulate the project,"Chevron, Shell, ExxonMobil, Osaka Gas, Tokyo Gas, JERA","New build gas processing plant with resources for approx. 40 years of gas production. The Barrow Island plant consists of three trains to process gas piped in from 18 wells in Gorgon and Jansz-Io fields 100-200 km offshore. CO2 content in gas from the two fields is c.14% and 1% respectively, averaging c.7%. CO2 separated using activated MDEA scrubbing and injected below the island into the Dupuy Formation, 2500m deep; cost of CCS system, AUD 2Bn. FID taken Sep 2009. Hyundai Heavy Industries is main contractor building facilities; GE supplying CO2 injection components. Nov 2013, 70% of LNG Train 1 units in place, Trains 2 and 3 progressing; drilling for CO2 injection started. May 2015, drilling of CO2 injector wells (9) complete. Late 2015, LNG train 1 in final commissioning stages, system cooling underway. Train 1 will start up on gas from Jansz-Io field, so low CO2 content. Dec 2016, LNG production from Train 1 started early 2016 with first export in March, Train 2 started production in Oct 2016, Train 3 in March 2017. CO2 system commissioning originally expected early 2017, delayed partly due to water in pipe/equipment. May 2018, State orders inquiry into delays; after ministerial visit, project given ""benefit of the doubt"" with expectation of injection start-up in early 2019. Aug 2019, injection start-up announced, increasing to full rate in 2020. Penalised (up to AUD 250M) by the Western Australian Government in 2021 for failing to sequester less CO2 than planned.",https://www.chevron.com/projects/gorgon,Operational,"All three LNG trains started by March 2017; CO2 injection delayed, started up August 2019.",2015,2019,,CO2 injection started up August 2019.,No,,,,,,Saline Formation,Onshore,,Australia,,,"c.2.3MtCO2 sequestered over the 12 months to 30 June 2021. Map location for CO2 injection is in the northern part of Barrow Island, at three sites.",,Natural gas,,New,"Australian EPA approved May 2009, Australian Government approved Aug 2009.",,Gas,"Natural acid gas, up to 14 mol% CO2.",,,Other,Amine (MDEA solvent),,GE,Pipe,,No,,No,,11/1/2010,CCSDBA,2/23/2022,rsteven2,"https://australia.chevron.com/-/media/australia/publications/documents/gorgon-co2-injection-project.pdf	
Project factsheet for CO2 injection project, including drill site locations.	
http://www.dmp.wa.gov.au/Petroleum/Gorgon-CO2-injection-project-1600.aspx	
Government webpage on CO2 injection project.	
https://thewest.com.au/business/oil-gas/carbon-hiccup-for-chevron-with-5-million-tonne-greenhouse-gas-problem-at-gorgon-lng-plant-ng-b88694565z	
Press (Dec 2017): Delay to commisioning injection caused by water in pipework/eqipment.	
https://australia.chevron.com/news/2019/carbon-dioxide-injection	
Press release (Aug 2019): CO2 injection started up safely.	
https://www.theguardian.com/australia-news/2019/aug/08/gorgon-lng-plant-begins-long-delayed-carbon-capture-and-storage-project	
Press (Aug 2019): Coverage of injection start-up.	
https://www.investing.com/news/stock-market-news/chevron-to-invest-29-million-to-address-co2-injection-shortfall-at-australia-lng-site-2676029	
Press (Nov 2021): Chevron, partners to fork out for carbon offsets for Gorgon LNG carbon capture shortfall	
https://www.upstreamonline.com/energy-transition/chevrons-flagship-gorgon-ccs-project-still-failing-to-live-up-to-expectations/2-1-1166185	
Press (Feb 2022): Chevron's flagship Gorgon CCS project still failing to live up to expectations	"
26,Mongstad,Commercial,Power,near Bergen,Norway,Europe,60.809196,5.036545,1,2,,,,,,280,,,Statoil,"Retrofit of CCS to new gas CHP plant with possible extension to capture CO2 from refinery. Feb 2011, Statoil recommended that further research into capture technology options should take place citing health and environmental concerns, likely to futher delay investment decision until 2016. September 2013, government cancels full-scale project after criticism on poor project management and cost control. Position reviewed for No.Gov. 2015: 'not relevant for further studies'. (Update 14/05/15)",http://www.statoil.com/en/OurOperations/TerminalsRefining/ProdFacilitiesMongstad/Pages/EnergiverkMongstad.aspx,Cancelled/Dormant,"September 2013, government cancels full-scale project after criticism on poor project management and cost control.",2018,,,Funding delay thought to add four years to original schedule.,No,"Full-scale project cancelled by Norwegian government, September 2013.",,,,DONG to operate and own power plant,Saline Formation,Offshore,,Norway,,,,,Electricity and heat,,Retrofit,,,Gas,,,,Post-combustion,,,,Pipe,,No,,No,,1/1/2010,CCSDBA,1/23/2021,CCSDBA,http://www.riksrevisjonen.no/en/Formedia/PressReleases/Pages/CCS.aspx
